iter	Logloss
0	0.6018089363
1	0.5020769102
2	0.4472481383
3	0.4028675204
4	0.3674723672
5	0.3397843725
6	0.3121211224
7	0.2917499248
8	0.2749038528
9	0.2575191049
10	0.2473690236
11	0.2377531368
12	0.2279308684
13	0.2212512397
14	0.210035885
15	0.202573299
16	0.1942302855
17	0.1877938586
18	0.183238069
19	0.1797364331
20	0.1766271032
21	0.1724834224
22	0.1681076075
23	0.1659676461
24	0.1636305011
25	0.1615296246
26	0.1591233614
27	0.1572188536
28	0.1557160332
29	0.1541992553
30	0.152711788
31	0.1511750456
32	0.1495155281
33	0.1482198841
34	0.1447921371
35	0.1437618651
36	0.1428307399
37	0.1418335085
38	0.1405886458
39	0.1393059204
40	0.1385383668
41	0.1375509079
42	0.1359835599
43	0.1347066065
44	0.1327071614
45	0.1316579874
46	0.1304421983
47	0.1299834785
48	0.129542077
49	0.1290790842
50	0.1285283843
51	0.1280241097
52	0.1272417589
53	0.1265525049
54	0.1258799328
55	0.1248606979
56	0.1242196212
57	0.1240464526
58	0.1227505088
59	0.1219310511
60	0.1214669063
61	0.1209628767
62	0.1204269813
63	0.1197951727
64	0.1188689244
65	0.1179641197
66	0.1175382124
67	0.117093626
68	0.1167482248
69	0.1164256282
70	0.1161022871
71	0.1154265977
72	0.1143861649
73	0.1141024766
74	0.11385258
75	0.1134942866
76	0.1132629972
77	0.1129337379
78	0.112369215
79	0.1120446175
80	0.1117097818
81	0.1108358844
82	0.110277896
83	0.1099571829
84	0.109857665
85	0.1092686099
86	0.1090127502
87	0.1087985181
88	0.1081520282
89	0.107969243
90	0.1077513346
91	0.1075282743
92	0.1071405189
93	0.1070247026
94	0.1068191603
95	0.1064461011
96	0.1059301385
97	0.1056716031
98	0.1054189677
99	0.1051351775
100	0.1047667949
101	0.1044767402
102	0.1041726139
103	0.1039212061
104	0.1034242731
105	0.1032076254
106	0.1030339761
107	0.1025609763
108	0.1022939776
109	0.1021189906
110	0.1017958054
111	0.1015855772
112	0.1011751366
113	0.1008758538
114	0.1006959347
115	0.1005648949
116	0.1003042421
117	0.1000930015
118	0.09991727086
119	0.09958893279
120	0.09921656876
121	0.09913562386
122	0.09904903678
123	0.09889767096
124	0.09878133251
125	0.09821761513
126	0.09799580596
127	0.0975457529
128	0.09739658294
129	0.09714976508
130	0.09695991149
131	0.09681706835
132	0.09666543064
133	0.09659349168
134	0.09652896287
135	0.09632921418
136	0.09623248338
137	0.09602704049
138	0.09577161203
139	0.09565178432
140	0.09545658828
141	0.0952810452
142	0.09517541371
143	0.09507359655
144	0.094830839
145	0.09478790233
146	0.09421550546
147	0.09409611753
148	0.09391823461
149	0.09377271585
150	0.09359270631
151	0.0935435651
152	0.09317006157
153	0.09293981342
154	0.09282615739
155	0.09263610073
156	0.09235132801
157	0.09225288138
158	0.09214410089
159	0.09201081011
160	0.09180716497
161	0.09176293586
162	0.09165625083
163	0.09153522563
164	0.09133313793
165	0.09112343883
166	0.09093594242
167	0.09073726437
168	0.09054803815
169	0.09034700049
170	0.09030897569
171	0.0901972407
172	0.09003021173
173	0.08989351283
174	0.08972229661
175	0.08968369016
176	0.0892261177
177	0.08908838306
178	0.08896826493
179	0.08887339012
180	0.08877971053
181	0.08868896264
182	0.08861683394
183	0.08853351018
184	0.08846266577
185	0.08836846479
186	0.08826905755
187	0.08808973679
188	0.08803034048
189	0.08792321731
190	0.08764404989
191	0.08752531233
192	0.08747905826
193	0.08729065177
194	0.08725209767
195	0.08703274729
196	0.08688999886
197	0.08681301371
198	0.08673430823
199	0.0866016956
200	0.08652599794
201	0.08642782885
202	0.08631277066
203	0.0862005328
204	0.08612854738
205	0.08605009449
206	0.08587237978
207	0.0857588266
208	0.08569175844
209	0.0855529113
210	0.08549037213
211	0.08542002408
212	0.08537533154
213	0.08532437262
214	0.08526986693
215	0.08525313912
216	0.0852272277
217	0.08513391613
218	0.08507929929
219	0.0850412601
220	0.08493524254
221	0.08482619796
222	0.08465018492
223	0.0846197281
224	0.08432162967
225	0.08419280429
226	0.08413182943
227	0.08408575871
228	0.0839087126
229	0.08385258333
230	0.08377516418
231	0.08366853683
232	0.08360827047
233	0.08351181514
234	0.08344187751
235	0.08337284259
236	0.08321252257
237	0.08313100405
238	0.08309544824
239	0.08303304417
240	0.08296942555
241	0.08290211029
242	0.08282679271
243	0.08278281624
244	0.08273866857
245	0.08265969446
246	0.08258626374
247	0.08251068329
248	0.08247414027
249	0.08243062915
250	0.08240524028
251	0.08234855827
252	0.08223698497
253	0.08219478987
254	0.08211693443
255	0.08203259933
256	0.08197578431
257	0.08185485105
258	0.08179091075
259	0.0817124783
260	0.08164500025
261	0.08154315588
262	0.08149521948
263	0.08143957107
264	0.08141239855
265	0.08140461338
266	0.08129988257
267	0.08123284737
268	0.08120063728
269	0.08109437181
270	0.08105184053
271	0.0809827652
272	0.08096085977
273	0.08085352369
274	0.0807957163
275	0.08075702825
276	0.08064111312
277	0.08056627499
278	0.08043940184
279	0.08038098266
280	0.08029570233
281	0.08026693943
282	0.08024609629
283	0.08018625461
284	0.08015047823
285	0.08012265347
286	0.08010638915
287	0.08007723196
288	0.07990601418
289	0.0797596467
290	0.07974141983
291	0.07971159245
292	0.07967779607
293	0.07963885191
294	0.07953632322
295	0.07949074176
296	0.07945983658
297	0.07939288604
298	0.07931285675
299	0.07923518455
300	0.07905178037
301	0.07895890032
302	0.07888364634
303	0.07883760244
304	0.0787730455
305	0.07872222603
306	0.07868555815
307	0.07863155396
308	0.07855812845
309	0.07852041028
310	0.07848432541
311	0.07844968684
312	0.07843289278
313	0.07839416717
314	0.07837216718
315	0.07828693192
316	0.07823721808
317	0.07821021302
318	0.07816629739
319	0.07814210347
320	0.07810304705
321	0.07806210754
322	0.07799840127
323	0.07797089842
324	0.07787947299
325	0.07779158128
326	0.07773464084
327	0.07768566933
328	0.07761985349
329	0.07756041043
330	0.07749006174
331	0.07745224405
332	0.0774075155
333	0.07737553963
334	0.07730018701
335	0.07727290788
336	0.07718264675
337	0.07705715645
338	0.07693744031
339	0.07685700564
340	0.07675731149
341	0.07669222724
342	0.07659423608
343	0.07656167991
344	0.07654744913
345	0.07651185147
346	0.07648839866
347	0.07645016438
348	0.07640710426
349	0.07635725275
350	0.07631686091
351	0.07628897212
352	0.07618012327
353	0.07611800692
354	0.0761163804
355	0.07604021359
356	0.07601367312
357	0.07598661348
358	0.07595675855
359	0.07589409998
360	0.07585512539
361	0.07580368236
362	0.07574463467
363	0.07570726483
364	0.07566617027
365	0.07562481158
366	0.07557692257
367	0.07552152666
368	0.07544875874
369	0.07541090351
370	0.07537244317
371	0.07531500857
372	0.07526717252
373	0.07518635974
374	0.07514938985
375	0.07510941814
376	0.07505424603
377	0.07502674819
378	0.07499814945
379	0.0748583996
380	0.07479833429
381	0.07477084242
382	0.0747134865
383	0.07467550502
384	0.07464974873
385	0.07461278331
386	0.07456967697
387	0.07452675997
388	0.0744956936
389	0.0744476814
390	0.07443155234
391	0.07437482785
392	0.07431760692
393	0.07425258873
394	0.07417424337
395	0.07403947902
396	0.07396029847
397	0.07391782242
398	0.07387582012
399	0.07385903879
400	0.07382035943
401	0.0737839421
402	0.07376010824
403	0.07372312081
404	0.07367498028
405	0.07365965856
406	0.07362079407
407	0.07358946423
408	0.07353000802
409	0.07349201211
410	0.07346400411
411	0.07340506115
412	0.07328298885
413	0.07323644549
414	0.07316410499
415	0.07311308956
416	0.07307042552
417	0.0730304033
418	0.07299036181
419	0.07296431186
420	0.07293326699
421	0.07289119133
422	0.07284839535
423	0.07280567517
424	0.07279147222
425	0.07278541991
426	0.07275479098
427	0.07272265121
428	0.07271301147
429	0.07267973
430	0.0726443718
431	0.07261370585
432	0.07259884346
433	0.07258689395
434	0.07256950623
435	0.07255967374
436	0.072516355
437	0.07249198147
438	0.07245411092
439	0.07244873039
440	0.07239113243
441	0.07226395502
442	0.07224473681
443	0.07218842745
444	0.07215181466
445	0.072129479
446	0.07208703703
447	0.07202874898
448	0.07201254143
449	0.07197415003
450	0.07194655164
451	0.07191142984
452	0.07186111993
453	0.07177456397
454	0.07172048609
455	0.07166233578
456	0.07164159788
457	0.07161287096
458	0.0715708754
459	0.07153500095
460	0.07148308047
461	0.07146437449
462	0.07144409306
463	0.07140618532
464	0.07139209033
465	0.07138024606
466	0.071322949
467	0.07128635481
468	0.07121519662
469	0.07118418288
470	0.07115245396
471	0.07110186354
472	0.07107771247
473	0.07105208138
474	0.0710283618
475	0.07098261729
476	0.07087671319
477	0.07085444344
478	0.07081816339
479	0.07079014994
480	0.07075338075
481	0.07072493067
482	0.07070275368
483	0.07066299646
484	0.07064308013
485	0.07060358709
486	0.07055306993
487	0.07054054409
488	0.07051068595
489	0.07047130372
490	0.07046660578
491	0.07043364104
492	0.0704118229
493	0.07038604659
494	0.07036101868
495	0.07035271242
496	0.07034026188
497	0.07032806983
498	0.07032349309
499	0.07031178815
500	0.07029752738
501	0.07025398495
502	0.07024121349
503	0.07021462958
504	0.07020936343
505	0.07018767278
506	0.07015923664
507	0.07011919191
508	0.07007577623
509	0.07003647284
